candidate_id,candidate_name,job_role,education,experience_years,resume_skills
8730,Chavvi Gupta,Data Analyst,B.Sc,9,"git, react, numpy, python, sql"
8731,Girish Chaudhry,Data Analyst,B.Sc,7,"linux, sql, data analysis"
8732,Maanav Hegde,Data Scientist,B.Sc,1,"aws, sql"
8733,Aarnav Borde,Data Analyst,B.Sc,1,"git, python, linux"
8734,Abeer Ratti,Data Analyst,MCA,9,"aws, power bi, excel, sql"
8735,Ridhi Dua,System Administrator,B.Sc,0,"aws, communication, tableau, pandas"
8736,Rishi Edwin,AI Engineer,B.Sc,4,"aws, machine learning, power bi"
8737,Utkarsh Prabhu,Data Analyst,M.Tech,1,"tableau, data analysis, communication, excel, python, pandas"
8738,Aradhana Bali,Software Engineer,B.Tech,7,"communication, numpy, react, java"
8739,Daksha Chaudhuri,Software Engineer,M.Tech,8,"aws, linux, java, pandas"
8740,Faras Badal,AI Engineer,MCA,7,"aws, tableau, machine learning, react, c++"
8741,Banjeet Prasad,Web Developer,MCA,0,"html, pandas"
8742,Yuvraj Manda,AI Engineer,B.Tech,5,"machine learning, communication, c++, numpy, excel, python"
8743,Advay Chander,AI Engineer,B.Sc,9,"django, c++, python, machine learning"
8744,Atharv Upadhyay,Data Analyst,B.Sc,5,"communication, excel"
8745,Wakeeta Golla,Data Scientist,M.Tech,7,"python, git, react, data analysis"
8746,Ikshita Gulati,Software Engineer,MCA,7,"c++, linux, java, numpy"
8747,Pahal Prabhu,Data Analyst,MCA,10,"aws, linux, excel, sql"
8748,Samar Murty,Data Analyst,B.Tech,6,"communication, python, excel, sql"
8749,Panini Varty,Data Scientist,B.Sc,4,"tableau, data analysis"
8750,Ethan Tandon,Data Analyst,B.Tech,2,"linux, data analysis, communication, django, excel, sql"
8751,Shaurya Saha,Data Analyst,M.Tech,9,"python, git, excel"
8752,Zayyan Chand,Data Scientist,B.Tech,3,"communication, python, machine learning, data analysis"
8753,Chanchal Sandhu,Data Scientist,M.Tech,6,"python, excel, data analysis"
8754,Kritika Nair,Software Engineer,M.Tech,4,"aws, linux, tableau"
8755,Onveer Pau,Web Developer,MCA,5,"communication, html, numpy, git"
8756,Umang Modi,Software Engineer,M.Tech,0,"aws, linux, power bi, java"
8757,Nidhi Saraf,AI Engineer,B.Sc,10,"python, git"
8758,Aryan Dhaliwal,Data Scientist,B.Tech,9,"linux, data analysis, machine learning, django, python"
8759,Aarnav Ravi,System Administrator,M.Tech,10,"linux, react, numpy, django, python"
8760,Rushil Agrawal,Web Developer,MCA,6,"linux, javascript, css"
8761,Christopher Soni,Software Engineer,B.Tech,7,"aws, numpy, java"
8762,Urvashi Chhabra,System Administrator,B.Tech,0,"aws, git"
8763,Nachiket Sawhney,Web Developer,B.Tech,9,"django, javascript"
8764,Yashasvi Swaminathan,Data Scientist,B.Tech,4,"python, machine learning, react, data analysis"
8765,Pahal Yadav,Software Engineer,M.Tech,1,"aws, git"
8766,Ishanvi Yogi,AI Engineer,M.Tech,3,"git, machine learning, react, c++, excel, python"
8767,Kai Murthy,System Administrator,MCA,8,"python, react"
8768,Yashvi Krishnan,Data Scientist,B.Sc,7,"communication, python"
8769,Hemang Kala,System Administrator,B.Tech,5,"aws, python, git, power bi"
8770,Hemang Sen,AI Engineer,MCA,4,"aws, c++, python, communication"
8771,Anay Deo,Data Analyst,B.Sc,6,"aws, communication, numpy, excel, python, sql"
8772,Triveni Naik,AI Engineer,B.Tech,9,"aws, git, machine learning, c++, numpy, pandas"
8773,Yatin Chaudhari,System Administrator,MCA,5,aws
8774,Vedhika Chhabra,Data Scientist,MCA,9,"data analysis, machine learning, numpy, excel, power bi"
8775,Vasatika Devan,AI Engineer,B.Sc,4,"c++, numpy, machine learning, excel"
8776,Chatura Lala,Data Analyst,M.Tech,0,"communication, python, tableau, sql"
8777,Jasmit Dixit,System Administrator,B.Tech,3,"python, react"
8778,Inaya Joshi,Data Scientist,M.Tech,0,"linux, data analysis, machine learning, react, power bi, sql"
8779,Jeremiah Hayer,Web Developer,M.Tech,3,"html, linux, javascript, tableau"
8780,Ekalinga Mohanty,Data Analyst,MCA,3,"django, excel, sql"
8781,Lakshmi Radhakrishnan,System Administrator,M.Tech,10,"aws, communication, linux, react"
8782,Hemani Wable,System Administrator,B.Sc,2,"aws, python"
8783,Pushti Verma,System Administrator,M.Tech,1,"aws, linux, tableau"
8784,Zaid Tara,Data Scientist,MCA,10,"excel, linux, power bi, data analysis"
8785,Triveni Mani,Web Developer,B.Tech,2,"aws, linux, javascript"
8786,Sneha Contractor,AI Engineer,M.Tech,2,"c++, python, excel, power bi"
8787,Hemang Balasubramanian,AI Engineer,B.Sc,10,"python, machine learning, power bi, numpy"
8788,Caleb Mann,AI Engineer,MCA,9,"aws, c++, python, tableau"
8789,Jack Mand,Web Developer,B.Tech,1,"aws, html"
8790,Ekansh Pall,Web Developer,M.Tech,6,"linux, javascript"
8791,Nilima Manne,AI Engineer,MCA,2,"aws, linux, tableau, c++, excel, python"
8792,Arya Babu,Web Developer,B.Sc,0,"html, javascript, power bi, pandas"
8793,Owen Kurian,Data Analyst,MCA,6,"aws, linux, data analysis, excel, pandas"
8794,Ojasvi Krishnamurthy,System Administrator,B.Sc,5,"python, linux, excel"
8795,Kritika Bera,Data Analyst,B.Tech,4,"python, linux, data analysis"
8796,Libni Pandey,Web Developer,B.Sc,0,"html, numpy, javascript"
8797,Advay Bhargava,AI Engineer,B.Tech,7,"git, c++, machine learning, tableau"
8798,Aarav Puri,Software Engineer,M.Tech,8,"aws, c++, linux, django"
8799,Yasti Basu,Data Scientist,MCA,4,"aws, linux, data analysis, pandas, sql"
8800,Imaran Bhalla,Data Scientist,B.Sc,2,"python, django, react"
8801,Forum Bains,Data Scientist,B.Tech,4,"aws, data analysis"
8802,Ekaraj Bail,System Administrator,B.Sc,4,"django, linux, git, python"
8803,Alexander Tailor,Software Engineer,MCA,4,"c++, git, java"
8804,Mekhala Mahal,Data Scientist,B.Tech,2,"aws, linux, git, machine learning, python, sql"
8805,Manan Chopra,Software Engineer,B.Sc,10,"aws, linux, excel"
8806,Warhi Tata,Web Developer,MCA,0,"linux, javascript, css"
8807,Faras Kari,AI Engineer,MCA,0,"django, machine learning"
8808,Vedika Murty,AI Engineer,MCA,6,"aws, tableau, git, machine learning, c++, django"
8809,Chameli Basak,Web Developer,B.Sc,8,"aws, html, tableau"
8810,Dayamai Kumer,Data Analyst,B.Sc,6,"communication, sql"
8811,Nitara Raval,AI Engineer,MCA,5,"aws, c++, python, excel"
8812,Anvi Sagar,Web Developer,MCA,6,"aws, html, pandas"
8813,Jagvi Nadig,Data Scientist,B.Tech,6,"communication, python, sql, data analysis"
8814,Advik Kapadia,AI Engineer,B.Tech,6,"linux, c++, numpy, python, pandas"
8815,Warhi Rattan,AI Engineer,MCA,0,"machine learning, react, git, c++, excel, python"
8816,Manthan Ram,Data Scientist,MCA,2,"django, machine learning, sql, data analysis"
8817,Siya Mahal,Software Engineer,B.Tech,10,"c++, linux, excel"
8818,Kashvi Sem,Data Scientist,M.Tech,10,"data analysis, git, machine learning, pandas, numpy, sql"
8819,Amol Sahota,System Administrator,B.Sc,1,"python, git, react"
8820,Avi Pandya,AI Engineer,MCA,5,"aws, excel, python, tableau"
8821,Oliver Bhagat,Data Analyst,B.Tech,10,"python, git, excel, numpy"
8822,Nikita Oommen,Data Scientist,M.Tech,6,"communication, python, git, data analysis"
8823,Nakul Ramakrishnan,Web Developer,M.Tech,8,"git, html, javascript, django"
8824,Xiti Mitra,Data Analyst,B.Tech,1,"python, git, excel, numpy"
8825,Umang Khanna,Data Scientist,MCA,10,"machine learning, pandas, data analysis"
8826,Ayushman D’Alia,System Administrator,M.Tech,1,"linux, excel, numpy, tableau"
8827,Odika Tandon,Software Engineer,MCA,4,"c++, numpy, django, power bi"
8828,Chandani Solanki,AI Engineer,MCA,5,"aws, python, excel"
8829,Elijah Koshy,System Administrator,B.Sc,8,"aws, communication, git, django"
8830,Arin Chaudhary,Data Scientist,B.Sc,1,"aws, django, data analysis"
8831,Osha Dhaliwal,Data Scientist,B.Sc,7,"tableau, machine learning, react, python, sql"
8832,Nihal Pandit,System Administrator,B.Tech,0,"python, django"
8833,Vivaan Dave,Web Developer,B.Tech,8,"javascript, react, css"
8834,Amruta Lad,System Administrator,M.Tech,1,"python, django, linux, numpy"
8835,Hredhaan Parmar,Data Scientist,B.Sc,6,"python, git, tableau, data analysis"
8836,Harish Bala,Data Analyst,B.Tech,9,"data analysis, git, communication, excel, python"
8837,Tripti Deshpande,AI Engineer,B.Tech,8,"aws, python, react"
8838,Eiravati Lanka,System Administrator,MCA,2,"aws, python, git, numpy"
8839,Rehaan Konda,Data Analyst,B.Sc,5,"communication, python, excel, data analysis"
8840,Zaid Ghosh,System Administrator,B.Sc,7,"aws, communication, django, power bi"
8841,Jyoti Goda,Data Scientist,MCA,1,"python, power bi, pandas, tableau"
8842,Hitesh Kumer,Data Scientist,B.Sc,7,"machine learning, react, sql, data analysis"
8843,Vedhika Ghose,Web Developer,M.Tech,4,"html, linux, javascript"
8844,Yashoda Bhattacharyya,Web Developer,M.Tech,1,"html, git"
8845,Hamsini Chawla,Data Analyst,B.Sc,7,"communication, python, linux, excel"
8846,Theodore Mistry,AI Engineer,B.Sc,7,"aws, tableau, git, c++, python"
8847,Laksh Singh,Data Scientist,M.Tech,9,"git, machine learning, django, python, sql"
8848,Vamakshi Sagar,System Administrator,B.Sc,10,"python, excel"
8849,Osha Kala,Data Scientist,B.Sc,8,"communication, aws, machine learning, tableau"
8850,Pallavi Sampath,AI Engineer,M.Tech,1,"python, git, tableau, pandas"
8851,Wridesh Peri,Web Developer,B.Tech,5,"aws, tableau, css"
8852,William Banerjee,Web Developer,M.Tech,5,"git, linux, javascript, pandas"
8853,Warhi Sura,Data Analyst,B.Tech,2,"python, tableau, power bi"
8854,Alka Dhaliwal,System Administrator,B.Sc,1,"python, tableau"
8855,Indali Ratta,System Administrator,B.Sc,5,"linux, git, excel, python, pandas"
8856,Nimrat Sinha,System Administrator,MCA,0,"aws, python, excel, numpy"
8857,Dakshesh Vala,Software Engineer,M.Tech,9,"aws, linux"
8858,Prisha Hayer,AI Engineer,B.Sc,8,"c++, numpy"
8859,Triya Deshpande,Data Scientist,B.Tech,6,"aws, linux, machine learning, pandas, python, sql"
8860,Neelima Ramachandran,System Administrator,M.Tech,7,"python, linux"
8861,Zaitra Palla,Data Analyst,M.Tech,2,"power bi, git, tableau, data analysis"
8862,Vrinda Sen,System Administrator,MCA,8,"aws, linux, django"
8863,Avi Buch,AI Engineer,MCA,7,"aws, c++, machine learning, tableau"
8864,Gautami Kuruvilla,Data Scientist,B.Tech,4,"python, power bi, data analysis, numpy"
8865,Saumya Pillay,AI Engineer,B.Tech,9,"aws, communication"
8866,Prisha Goel,Data Scientist,M.Tech,10,"communication, machine learning, django, tableau"
8867,Qadim Basu,Data Scientist,B.Sc,10,"excel, sql, data analysis"
8868,Nidhi Wali,System Administrator,B.Tech,5,"python, linux, tableau, numpy"
8869,Vincent Aurora,Web Developer,B.Tech,0,"communication, numpy, excel, css"
8870,Madhav Dasgupta,Software Engineer,B.Sc,9,"aws, linux, tableau, java, c++, power bi"
8871,Netra Sathe,System Administrator,B.Tech,1,"aws, python, django, tableau"
8872,Amaira Thaman,Data Analyst,B.Tech,0,"power bi, react, sql, numpy"
8873,Bhavini Sridhar,Data Analyst,M.Tech,2,"linux, data analysis, git, pandas, python, sql"
8874,Ekanta Kaur,System Administrator,MCA,1,linux
8875,Vrishti Mangal,Web Developer,MCA,3,"html, communication, django, excel, css"
8876,Yug Bhattacharyya,System Administrator,B.Tech,2,"aws, linux, react"
8877,Deepa Pradhan,Software Engineer,B.Tech,8,"aws, linux, tableau, react, django"
8878,Wriddhish Kalla,Web Developer,B.Tech,10,"communication, html, linux, git"
8879,Zarna Chand,Data Scientist,B.Tech,6,"aws, machine learning, sql"
8880,Janani Trivedi,Data Analyst,B.Sc,5,"communication, sql"
8881,Yug Lad,Software Engineer,M.Tech,3,"aws, communication, excel, pandas"
8882,Kala Goel,System Administrator,B.Tech,3,"aws, linux, django"
8883,Yasti Salvi,Data Analyst,MCA,6,"git, data analysis"
8884,Oeshi Pandey,Data Analyst,B.Tech,5,"communication, python, sql, numpy"
8885,Rachana Nath,AI Engineer,B.Tech,1,"aws, communication, machine learning, tableau"
8886,Yashica Comar,Data Analyst,B.Sc,6,"communication, aws, sql"
8887,Anusha Grover,Data Scientist,M.Tech,1,"excel, sql, data analysis"
8888,Turvi Dasgupta,AI Engineer,MCA,2,"aws, c++"
8889,Ojasvi Chokshi,System Administrator,B.Tech,7,"aws, linux, tableau, django, python"
8890,Jagvi Ganguly,Software Engineer,B.Sc,0,"aws, c++, linux, power bi"
8891,Charan Jaggi,Data Analyst,B.Sc,10,"aws, django, excel"
8892,Vihaan Singh,Software Engineer,B.Tech,10,"linux, django, excel, pandas"
8893,Balendra Sastry,AI Engineer,B.Tech,8,"aws, tableau, c++, numpy, pandas"
8894,Rehaan Malhotra,Data Scientist,B.Sc,7,"aws, numpy, pandas, data analysis"
8895,Tanveer Thakkar,Data Analyst,B.Sc,2,"git, excel, sql, data analysis"
8896,Wriddhish Chandra,Data Scientist,MCA,10,"aws, linux, machine learning"
8897,Qarin Borde,AI Engineer,B.Tech,0,"c++, django, power bi, pandas"
8898,Wriddhish Bhattacharyya,Software Engineer,M.Tech,7,"aws, linux, tableau, java, react, pandas"
8899,Chasmum Bath,Data Analyst,M.Tech,0,"pandas, communication, excel, python, sql"
8900,Krishna Raghavan,Software Engineer,B.Sc,1,"communication, excel, java, react"
8901,Ekansh Mital,AI Engineer,B.Tech,0,"aws, machine learning, communication, power bi, python"
8902,Sai Sethi,Web Developer,M.Tech,0,"git, javascript, css"
8903,Dayamai Parmer,Data Analyst,B.Tech,2,"python, sql, data analysis, numpy"
8904,Vivaan Solanki,Data Scientist,MCA,0,"data analysis, git, numpy, excel, sql"
8905,Vanya Badal,Data Scientist,B.Tech,9,"django, machine learning, sql"
8906,Ekani Sangha,System Administrator,B.Tech,5,"git, python, linux, power bi"
8907,Anamika Nagy,Software Engineer,M.Tech,6,"c++, linux, java"
8908,Wazir Srinivasan,Software Engineer,B.Sc,6,"aws, tableau, java, c++, numpy, pandas"
8909,Priya Parmar,System Administrator,MCA,2,"aws, linux, django"
8910,Eta Bedi,System Administrator,B.Tech,5,"aws, python, git, pandas"
8911,Lavanya Ramakrishnan,Data Scientist,B.Tech,4,"tableau, data analysis, git, machine learning, communication"
8912,Girish Prabhakar,Data Analyst,B.Sc,3,"tableau, data analysis, react, django, excel"
8913,Ranbir Choudhry,Software Engineer,B.Tech,7,"c++, linux, tableau, java"
8914,Vasana Sule,Web Developer,MCA,8,"linux, tableau, html, communication, javascript"
8915,Saumya Kohli,Software Engineer,MCA,3,"c++, power bi, java, pandas"
8916,Yoshita Buch,AI Engineer,MCA,1,"aws, c++, git, pandas"
8917,Nirja Pall,Web Developer,M.Tech,1,"tableau, git, excel, css, javascript"
8918,Hiral Padmanabhan,Data Analyst,B.Tech,5,"tableau, sql, pandas"
8919,Yamini Tailor,Data Analyst,M.Tech,4,"excel, power bi, tableau, data analysis"
8920,Jagvi Shetty,Data Scientist,M.Tech,6,"tableau, data analysis, excel, pandas, sql"
8921,Udant Chander,Data Scientist,B.Tech,9,"aws, tableau, data analysis, power bi, python"
8922,Aahana Buch,Software Engineer,B.Sc,2,"aws, tableau, java, c++, django, pandas"
8923,Ekantika Roy,Software Engineer,B.Tech,5,"linux, tableau, git, communication, c++"
8924,Nihal Manne,Data Scientist,B.Tech,5,"data analysis, git, communication, django, python"
8925,Arunima Bandi,Data Scientist,MCA,5,"aws, data analysis, git, react, sql"
8926,Riya Kamdar,Web Developer,B.Sc,0,"linux, tableau, react, css"
8927,Yagnesh Om,Data Analyst,MCA,5,"aws, python, excel"
8928,Anmol Rana,Data Scientist,B.Sc,5,"data analysis, machine learning, communication, django, pandas, sql"
8929,Om Dash,Software Engineer,B.Sc,4,"aws, git, java"
8930,Vamakshi Madan,Web Developer,M.Tech,6,"aws, excel, css, javascript, pandas"
8931,Oliver Shankar,AI Engineer,MCA,8,"c++, pandas"
8932,Gunbir Narayanan,Software Engineer,M.Tech,3,"aws, c++, linux, tableau"
8933,Lavanya Mallick,Software Engineer,M.Tech,0,"c++, django, java"
8934,Jagvi Bhatia,Software Engineer,M.Tech,1,"linux, tableau, java, c++, excel"
8935,Nathan Gopal,Software Engineer,MCA,5,"aws, c++, excel"
8936,Harinakshi Comar,AI Engineer,M.Tech,2,"aws, react, c++, django, power bi, python"
8937,Gauri Iyengar,Data Analyst,MCA,0,"aws, sql"
8938,Ranbir Sama,System Administrator,B.Tech,8,"excel, linux, git, power bi"
8939,Siddharth Parekh,Web Developer,MCA,6,"aws, excel, css"
8940,Vamakshi Konda,Data Scientist,B.Sc,8,"tableau, data analysis, machine learning, excel, python"
8941,Amol Dutt,Data Analyst,M.Tech,0,"communication, python, sql"
8942,Kala Shukla,System Administrator,M.Tech,4,"python, git, power bi, pandas"
8943,Nidra Sethi,Web Developer,M.Tech,3,"pandas, css"
8944,Hemang Chada,Data Scientist,MCA,1,"aws, data analysis, machine learning, django, python"
8945,Harini Prabhakar,Software Engineer,B.Sc,0,"c++, react, java"
8946,Jeet Sridhar,Web Developer,M.Tech,6,"html, tableau"
8947,Maya Wable,Data Analyst,MCA,1,"communication, python, numpy"
8948,Abhiram Apte,Software Engineer,M.Tech,6,"aws, c++, linux, java"
8949,Lohit Ratta,Data Scientist,B.Sc,10,"aws, data analysis, machine learning, power bi, pandas"
8950,Nathan Biswas,Data Scientist,M.Tech,5,"git, linux, machine learning, sql"
8951,Aarush Rout,Web Developer,MCA,1,"linux, tableau, html, react, javascript"
8952,Anirudh Sen,Data Scientist,M.Tech,3,"aws, python"
8953,Aarush Palla,Software Engineer,MCA,0,"c++, numpy, django, linux"
8954,Jatin Goda,Data Analyst,B.Sc,5,"linux, data analysis, git, excel, python"
8955,Tanay Chacko,System Administrator,MCA,6,"aws, tableau, git, python, pandas"
8956,Qabil Dugal,Software Engineer,M.Tech,6,"aws, linux, java, c++, numpy, excel"
8957,Nidra Tak,AI Engineer,M.Tech,2,"aws, machine learning, tableau"
8958,Vasatika Pandya,Data Scientist,M.Tech,4,"power bi, data analysis"
8959,Avni Chokshi,AI Engineer,MCA,4,"aws, c++, django, excel"
8960,Pushti Rajan,System Administrator,B.Sc,7,"communication, linux, numpy"
8961,Yashasvi Reddy,AI Engineer,M.Tech,0,"git, power bi, machine learning, react"
8962,Ishanvi Patla,Data Scientist,MCA,4,"python, power bi, data analysis"
8963,Ojasvi Deshmukh,Data Scientist,M.Tech,8,"machine learning, excel, react, data analysis"
8964,Fariq Munshi,Data Scientist,MCA,6,"data analysis, git, numpy, excel, python"
8965,Wyatt Hayre,Software Engineer,B.Tech,10,"aws, java, communication, c++, excel"
8966,Gautami Tripathi,Data Scientist,M.Tech,8,"machine learning, communication, numpy, power bi, sql"
8967,Rachit Jayaraman,System Administrator,B.Sc,8,"aws, python, linux, numpy"
8968,Meera Sarin,System Administrator,B.Tech,0,"python, excel"
8969,Riya Nagar,AI Engineer,B.Sc,8,"machine learning, c++, django, python, pandas"
8970,Hemal Ben,AI Engineer,M.Tech,10,"linux, machine learning, react, c++, pandas"
8971,Gagan Yohannan,Data Scientist,M.Tech,10,"communication, python, sql"
8972,Kabir Mody,Data Analyst,B.Sc,8,"git, excel, data analysis"
8973,Pushti Date,System Administrator,B.Tech,8,"linux, git, python"
8974,Zaitra Dugal,Data Analyst,B.Tech,10,"data analysis, react, power bi, excel, sql"
8975,Avni Viswanathan,Web Developer,M.Tech,2,"javascript, excel"
8976,Girik Gole,System Administrator,B.Tech,5,"aws, tableau"
8977,Wahab Dua,AI Engineer,MCA,0,"aws, linux, pandas"
8978,Eiravati Sood,AI Engineer,M.Tech,3,"aws, tableau, machine learning, c++, django, excel"
8979,Ijaya Bansal,System Administrator,MCA,9,"aws, linux, numpy"
8980,Mitesh Chawla,Software Engineer,B.Sc,4,"aws, communication, c++, excel, pandas"
8981,Dhruv Oommen,System Administrator,M.Tech,7,"aws, linux, power bi, react"
8982,Jeremiah Sood,Data Analyst,B.Sc,7,"data analysis, git, communication, excel, python"
8983,Rachit Korpal,AI Engineer,MCA,8,"c++, python, power bi"
8984,Wridesh Patla,Data Analyst,MCA,0,"python, excel, sql, pandas"
8985,Luke Swaminathan,System Administrator,M.Tech,10,"linux, django, pandas"
8986,Abeer Shan,AI Engineer,M.Tech,6,"aws, machine learning, c++, django, power bi"
8987,Yamini Bobal,System Administrator,MCA,6,"aws, python, pandas"
8988,Yahvi Subramanian,Software Engineer,M.Tech,5,"linux, react, numpy"
8989,Max Salvi,Software Engineer,M.Tech,1,"aws, excel, power bi, react"
8990,Suhani Das,Data Analyst,M.Tech,10,"communication, aws, excel, sql"
8991,David Kar,System Administrator,B.Tech,3,"linux, python"
8992,Shravya Natt,Software Engineer,B.Tech,6,"c++, django, java"
8993,Ranbir Agarwal,Data Analyst,M.Tech,6,"numpy, react, sql, power bi"
8994,Nikita Kari,Data Analyst,B.Tech,9,"aws, linux, excel, pandas"
8995,Jason Iyengar,Data Analyst,M.Tech,3,"numpy, react, sql"
8996,Charan Chacko,Web Developer,B.Sc,10,"javascript, excel, pandas, css"
8997,Jeet Rajan,Web Developer,B.Sc,2,"pandas, css"
8998,Qabil Bhatti,Web Developer,MCA,6,"linux, javascript, tableau, css"
8999,Jagdish Gaba,Software Engineer,B.Tech,8,"linux, tableau, java, c++, excel, power bi"
9000,Harish Ahluwalia,Software Engineer,M.Tech,8,"c++, java, pandas"
9001,Samaksh Bava,Software Engineer,M.Tech,6,"c++, django"
9002,Triya Kari,System Administrator,M.Tech,5,"aws, django"
9003,Urvi Balakrishnan,AI Engineer,B.Sc,5,"aws, git, machine learning, excel, power bi, python"
9004,Balveer Borde,AI Engineer,MCA,5,"aws, c++, numpy"
9005,Idika Chana,Web Developer,M.Tech,2,"html, javascript, power bi"
9006,Odika Srinivas,Data Analyst,M.Tech,3,"linux, excel, data analysis"
9007,Anvi Sabharwal,Web Developer,MCA,5,"html, excel"
9008,Gautam Sandhu,System Administrator,MCA,8,"linux, tableau, numpy"
9009,Dalaja Konda,System Administrator,B.Tech,5,"aws, communication, excel, pandas"
9010,Suhani Chand,Software Engineer,B.Sc,6,"aws, excel"
9011,Anvi Iyengar,Data Scientist,M.Tech,1,"machine learning, react, sql, data analysis"
9012,Lipika Bahl,System Administrator,M.Tech,3,"aws, linux, react, numpy, pandas"
9013,Mohini Datta,AI Engineer,M.Tech,10,"communication, python, git, numpy"
9014,Om Sekhon,Data Scientist,MCA,4,"aws, machine learning, pandas, python, sql"
9015,Ekapad Bail,Web Developer,M.Tech,5,"django, html, git, react"
9016,Meghana Chandran,Data Scientist,MCA,3,"python, linux, pandas, data analysis"
9017,Bhavika Sachar,Web Developer,B.Sc,7,"git, numpy, javascript, css"
9018,Ganga Kulkarni,Data Analyst,M.Tech,4,"python, excel, data analysis, numpy"
9019,Harita Sekhon,Software Engineer,B.Tech,8,"aws, c++, power bi, react"
9020,Vamakshi Narayan,AI Engineer,M.Tech,10,"communication, python, linux, tableau"
9021,Balvan Arora,AI Engineer,MCA,1,"communication, python, tableau"
9022,Kabir Naik,Software Engineer,MCA,2,"aws, linux, java, pandas"
9023,Balendra Roy,Software Engineer,B.Sc,0,"linux, excel, react"
9024,Edhitha Jayaraman,System Administrator,B.Sc,0,"aws, numpy"
9025,Indira Pai,Data Scientist,MCA,8,"communication, numpy, machine learning, tableau"
9026,Parth Gour,Software Engineer,B.Tech,5,"aws, linux, git, react, c++"
9027,Indrajit Rajagopalan,Data Analyst,B.Sc,6,"python, power bi"
9028,Dalaja Bose,Web Developer,B.Tech,0,"html, javascript, pandas"
9029,Bhavani Raghavan,Data Analyst,B.Sc,0,"excel, react, data analysis"
9030,Logan Ratti,System Administrator,M.Tech,5,"python, pandas"
9031,Riya Bassi,Data Analyst,MCA,5,"power bi, excel, pandas"
9032,Frederick Bera,Software Engineer,MCA,2,"aws, linux"
9033,Rachita Ranganathan,Data Scientist,B.Tech,4,"linux, data analysis, git, machine learning, numpy"
9034,Raghav Narain,Software Engineer,B.Sc,6,"aws, java, c++, excel, power bi"
9035,Noah Kapur,AI Engineer,B.Tech,10,"communication, c++, git, pandas"
9036,Darsh Ben,Data Analyst,MCA,3,"data analysis, react, numpy, excel, python"
9037,Qasim Talwar,Data Analyst,B.Tech,4,"git, power bi, pandas, data analysis"
9038,Eiravati Kar,Software Engineer,M.Tech,1,"c++, linux, git, java"
9039,Azaan Aggarwal,Data Analyst,B.Sc,10,"python, excel, sql, tableau"
9040,Lohit Oak,Web Developer,M.Tech,8,"linux, html, react, excel, css"
9041,Bhavani Dhawan,Data Scientist,B.Tech,8,"communication, python, linux, data analysis"
9042,Ekalinga Modi,Software Engineer,M.Tech,9,"aws, c++, java, communication"
9043,Sarthak Chatterjee,Web Developer,B.Tech,6,"aws, html, numpy, css"
9044,Azad Anne,Data Scientist,B.Tech,3,"communication, django, excel, sql"
9045,Shivansh Bains,Software Engineer,B.Sc,2,"aws, linux, react"
9046,Hemal Mukhopadhyay,Data Analyst,M.Tech,7,"power bi, excel"
9047,Oliver Krishnamurthy,Web Developer,B.Sc,6,"aws, html, linux, tableau"
9048,Gunbir Narayanan,AI Engineer,B.Tech,2,"aws, react, c++, excel, python, pandas"
9049,Amrita Parsa,System Administrator,M.Tech,3,"aws, linux, django"
9050,Nihal Gade,AI Engineer,B.Sc,9,"aws, excel"
9051,Arin Gaba,System Administrator,B.Sc,0,"aws, python"
9052,Harrison Parekh,Data Analyst,MCA,4,"git, numpy, excel, python, sql"
9053,Xalak Kari,AI Engineer,B.Sc,9,"aws, c++"
9054,Pallavi Sahota,Data Analyst,B.Tech,10,"aws, data analysis, communication, excel, sql"
9055,Libni Sule,AI Engineer,B.Tech,7,"aws, c++, machine learning, tableau"
9056,Nakul Shroff,Web Developer,M.Tech,7,"communication, css"
9057,Devansh Dube,AI Engineer,MCA,3,"c++, machine learning, excel"
9058,Yatan Dara,Data Analyst,MCA,0,"linux, tableau, excel, python, sql"
9059,Jonathan Kaur,AI Engineer,B.Sc,7,"communication, c++, machine learning, tableau"
9060,Kalpit Dar,AI Engineer,MCA,5,"git, c++, numpy, machine learning"
9061,Wyatt Gokhale,Web Developer,M.Tech,4,"linux, react, css, javascript, pandas"
9062,Jatin Narayanan,AI Engineer,B.Sc,5,"aws, git, machine learning, communication, excel"
9063,Fitan Dada,Data Analyst,B.Sc,9,"numpy, excel"
9064,Yoshita Kalita,Data Analyst,B.Tech,2,"communication, data analysis"
9065,Yasti Mannan,System Administrator,MCA,4,"aws, tableau"
9066,Patrick Kala,AI Engineer,M.Tech,7,"python, tableau, pandas, power bi"
9067,Lucky Handa,Web Developer,B.Sc,1,"aws, html, communication"
9068,Suhani Divan,Web Developer,B.Tech,2,"git, html, linux, javascript"
9069,Chandani Seth,AI Engineer,MCA,1,"aws, python, pandas"
9070,Yauvani Ganesh,Software Engineer,M.Tech,0,"aws, pandas"
9071,Pratyush Balasubramanian,AI Engineer,M.Tech,10,"communication, c++"
9072,Oviya Kala,AI Engineer,B.Tech,6,"communication, machine learning, react, pandas"
9073,Dhriti Date,Web Developer,B.Tech,9,"linux, numpy, excel, css, javascript"
9074,Aadhya Goyal,Software Engineer,MCA,2,"aws, linux, power bi"
9075,Isaac Golla,Data Analyst,B.Sc,4,"python, django, power bi"
9076,Damini Dhingra,Web Developer,B.Sc,7,"git, linux, javascript"
9077,Raghav Bora,System Administrator,M.Tech,7,"aws, python, linux"
